figure,name,figurePartId,refs,partNumber,description,quantity,mappedPointers,numericContours,retainedMasks,labelOnly,baselinePointers,addedPointers,remainingExpected,countStatus,reviewRequired,sourceReview,sourceEvidence,remarks,drawing,reviewUrl
"fig-cabin-6-11","Front seat","fp-6-11-03","2","67-00129","Top plate","4","1","1","0","0","1","0","3","shortfall","true","","Original support2, visible under-seat rail4, washer9/aperture and grip10/shaft separately traced. Current full plate visually inspected; existing printed reference 2 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","TWO PER SEAT","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-04","3","67-00127","Left front seat support","1","1","1","0","0","1","0","0","match","false","","Original3 detached front seat support personally inspected full and4x detail2026-09-09; central window now excluded while visible inner wall retained. Existing source-bound outer remains; foreground fastener through opening is not support material. Current full plate visually inspected; existing printed reference 3 remains source evidence.","ONE PER SIDE","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-05","4","67-00130","Right front seat support","1","1","1","0","0","1","0","0","match","false","","Original support2, visible under-seat rail4, washer9/aperture and grip10/shaft separately traced. Current full plate visually inspected; existing printed reference 4 remains source evidence.","ONE PER SIDE","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-06","5","67-00144","Plate for bracket","2","1","1","0","0","1","0","1","shortfall","true","","Original6.11 seat1 upholstery opaque, but belt/arm attachment gaps need exact ownership; support3large triangular opening and plate5long slot visible and absent from exterior-only shapes. Current full plate visually inspected; existing printed reference 5 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-07","6","10-210030-121","Hex flanged screw din 6921 m10 x 1.5 x 30 - zinc plated - class 8.8","4","2","2","0","0","1","1","2","shortfall","true","","Ref6 identifies lower-left flanged screw. A second matching screw is clearly detached below the right hole of the same bracket plate; other two screws are occluded. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity.","","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-08","7","18-00112","8.5mm shoulder screw","4","2","2","0","0","1","1","2","shortfall","true","","Ref7 shoulder screw below right seat support has matching screw visible through the open left support; contour follows the visible screw only. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity.","","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-09","8","18-00060","Hex nut","4","1","1","0","0","1","0","3","shortfall","true","","Original8 directly labelled compact nut above7 is source-separable at useful zoom, exterior traced2026-09-09. Printed leader merges with centre. Current full plate visually inspected; existing printed reference 8 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-10","9","13-208024-120","Zinc-plated steel oversized washer , for m8 bolt size, 8.4 mm id, 24 mm od","2","2","2","0","0","1","1","0","match","false","","Ref9 upper washer is paired with lower washer on the second adjustment knob axis.","","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-11","10","19-00539","M8 grip knob","2","2","2","0","0","1","1","0","match","false","","Ref10 upper grip knob has matching lower knob to the right of the second seat-support mounting point.","","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-02","","67-00006","Rh seat & safety belt","1","0","0","0","0","0","0","1","unmapped","true","","No source callout associated with this imported row. AKA Passenger Side - NOT SHOWN Legacy/source remark explicitly says NOT SHOWN; this is evidence, not approved depiction exception. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","AKA Passenger Side - NOT SHOWN","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-12","","67-00174","Seat Belt Black – 3-Point Seat Belt Assembly","1","0","0","0","0","0","0","1","unmapped","true","","No source callout associated with this imported row. Not Shown Legacy/source remark explicitly says NOT SHOWN; this is evidence, not approved depiction exception. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","Not Shown","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-11","Front seat","fp-6-11-13","","67-00175","Seat Belt Orange – 3-Point Seat Belt Assembly, No Switch, 124"" Length","1","0","0","0","0","0","0","1","unmapped","true","","No source callout associated with this imported row. Not Shown Legacy/source remark explicitly says NOT SHOWN; this is evidence, not approved depiction exception. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","Not Shown","/drawings/ft3w/ft3w-cabin-6-11.png","/review/figures/fig-cabin-6-11"
"fig-cabin-6-12","Floors and panels","fp-6-12-01","1","65-00450","Engine bay cover","2","2","2","0","0","1","1","0","match","false","","Ref1 lower-left engine bay cover has the second matching detached framed cover above-left; both align with front engine-side openings.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-02","2","69-00062","Front floor bucket","1","1","1","0","0","1","0","0","match","false","","Original6.12 distinct detached cover1,bucket2,panel3,soundcover4 and reartray5 have physical exterior proposals. White face material remains solid; small bores and folded edge/occlusion details need source measurement. Current full plate visually inspected; existing printed reference 2 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-03","3","65-00311","Engine bay panel","1","1","1","0","0","1","0","0","match","false","","Original6.12 distinct detached cover1,bucket2,panel3,soundcover4 and reartray5 have physical exterior proposals. White face material remains solid; small bores and folded edge/occlusion details need source measurement. Current full plate visually inspected; existing printed reference 3 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-04","4","65-00461","Engine bay sound cover","1","1","1","0","0","1","0","0","match","false","","Original6.12 distinct detached cover1,bucket2,panel3,soundcover4 and reartray5 have physical exterior proposals. White face material remains solid; small bores and folded edge/occlusion details need source measurement. Current full plate visually inspected; existing printed reference 4 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-05","5","60-00521","Rear floor","1","1","1","0","0","1","0","0","match","false","","Original6.12 distinct detached cover1,bucket2,panel3,soundcover4 and reartray5 have physical exterior proposals. White face material remains solid; small bores and folded edge/occlusion details need source measurement. Current full plate visually inspected; existing printed reference 5 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-06","6","65-00283","Three arms knob","1","1","0","0","1","1","0","0","match","true","PDF Ref. 6 identifies engine bay panel 65-00283; the imported description says Three arms knob. Source identity needs correction.","Original workbook and manufacturerPDF disagree on6; PDF itself duplicates65-00369 between7knob and10seal. Sent clarification has no recorded answer. Current full plate visually inspected; existing printed reference 6 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-07","7","65-00369","Engine panel weatherstrip","6","1","0","0","1","1","0","5","shortfall","true","Printed Ref. 7 and the PDF identify plastic three-arm panel knobs; the imported description says Engine panel weatherstrip. Source identity needs correction.","Original workbook and manufacturerPDF disagree on6; PDF itself duplicates65-00369 between7knob and10seal. Sent clarification has no recorded answer. Current full plate visually inspected; existing printed reference 7 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-08","8","65-00451","Engine panel seal front","2","2","2","0","0","1","1","0","match","false","","Ref8 lower-left seal has matching detached upper-left rectangular seal paired with second engine bay cover.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-09","9","65-00388","Footwell seal","1","1","1","0","0","1","0","0","match","false","","Original PNG independently inspected: one directly labelled detached closed seal band and one empty centre; guides and adjacent panels excluded. Native physical/label/row selection verified; source approval is separate. Current full plate visually inspected; existing printed reference 9 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-10","10","65-00369","Engine panel weatherstrip","1","1","0","0","1","1","0","0","match","true","The PDF assigns part number 65-00369 to both Ref. 7 knobs and Ref. 10 seal, which are different physical components. Source identity needs correction.","Original workbook and manufacturerPDF disagree on6; PDF itself duplicates65-00369 between7knob and10seal. Sent clarification has no recorded answer. Current full plate visually inspected; existing printed reference 10 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-11","11","65-00366","Floor panel seal (rear)","1","1","1","0","0","1","0","0","match","false","","Original PNG independently inspected: one directly labelled detached closed seal band and one empty centre; guides and adjacent panels excluded. Native physical/label/row selection verified; source approval is separate. Current full plate visually inspected; existing printed reference 11 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-12","Floors and panels","fp-6-12-12","12","65-00367","Engine panel seal rear","1","1","1","0","0","1","0","0","match","false","","Original PNG independently inspected: one directly labelled detached closed seal band and one empty centre; guides and adjacent panels excluded. Native physical/label/row selection verified; source approval is separate. Current full plate visually inspected; existing printed reference 12 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-12.png","/review/figures/fig-cabin-6-12"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-01","1","67-00050","Rear forward facing seat","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-02","2","67-00138","Seat back","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-03","3","14-00022","Clevis pin","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-04","4","19-00301","T handle pin","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-05","5","19-00300","Rubber bumper","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-06","6","14-00023","Cotter pin","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-07","7","10-210025-121","Hex flanged screw din 6921 m10 x 1.5 x 25 - zinc plated - class 8.8","4","0","0","0","0","0","0","4","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-08","8","12-210000-122","Hex flanged nut top lock din 6927 m10 x 1.5 - zinc plated - class 10","4","0","0","0","0","0","0","4","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-09","9","81-00435","Right forward facing seat frame","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-11","","67-00026","Additionnal grab handle","4","0","0","0","0","0","0","4","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-13","Rear seat 4 seater front facing configuration option (88-000258-3)","fp-6-13-10","","81-00434","Left forward facing seat frame","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page29 visually inspected: printed2 labels both seat back and a pin; printed3 labels dissimilar hardware; 4 and9 are not identified. Entire figure remains withheld. Source table explicitly marks left frame and grab handle NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","/drawings/ft3w/ft3w-cabin-6-13.png","/review/figures/fig-cabin-6-13"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-01","1","67-00008","Rear seat","1","1","1","0","0","1","0","0","match","false","","Full manufacturer PDF physical30/footer26 personally viewed2026-09-09: ref1 PN67-00008 REAR SEAT BACK REST and ref4 same PN REAR SEAT. Distinct source-matched depictions remain unapproved proposals; source does not explain shared seat-kit versus erroneous repeated PN semantics. Current full plate visually inspected; existing printed reference 1 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-02","2","67-00075","Back rest support","1","1","1","0","0","1","0","0","match","false","","Original2 backrest support personally inspected full/crop2026-09-09; rounded central opening and three small apertures excluded, opaque folded face retained. Distinct support PN67-00075, unrelated to unresolved seat/backrest shared PN. Current full plate visually inspected; existing printed reference 2 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-03","3","67-00076","Rear plate - seat back rest","1","1","1","0","0","1","0","0","match","false","","Original3 backrest rear plate personally inspected full/crop2026-09-09; three lower elongated slots excluded while upper bent sheet remains opaque. Current full plate visually inspected; existing printed reference 3 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-04","4","67-00008","Rear seat","1","1","1","0","0","1","0","0","match","false","","Full manufacturer PDF physical30/footer26 personally viewed2026-09-09: ref1 PN67-00008 REAR SEAT BACK REST and ref4 same PN REAR SEAT. Distinct source-matched depictions remain unapproved proposals; source does not explain shared seat-kit versus erroneous repeated PN semantics. Current full plate visually inspected; existing printed reference 4 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-05","5","67-00036","Rear seat support","1","1","1","0","0","1","0","0","match","false","","Original PNG source-visible seat back1 has three slots, support2 central slot/bolt holes, plate3 three lower slots, seat4 open slats, support5 folded apertures. Each is directly labelled; background frame is separate. Current full plate visually inspected; existing printed reference 5 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-06","6","10-208020-121","Hex flanged screw din 6921 m8 x 1.25 x 20 - zinc plated - class 8.8","3","3","3","0","0","1","2","0","match","false","","Ref6 lower M8 screw has two matching detached screws above it, three visible screws aligned to back-rest support holes.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-07","7","10-210020-121","Hex flanged screw din 6921 m10 x 1.5 x 20 - zinc plated - class 8.8","4","4","4","0","0","1","3","0","match","false","","Ref7 identifies left upper flanged screw; matching right upper screw and two vertical screws below the back-rest plate establish four mounting screws.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-08","8","10-008020-120","M8 x 20 flanged bolt","3","3","3","0","0","1","2","0","match","false","","Ref8 middle detached bolt is grouped with matching upper-right and lower-left bolts, three mounting bolts on parallel axes.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-09","9","10-310020-123","Socket head m10 x 1.5 x 20 - zinc plated class 12.9","3","3","3","0","0","1","2","0","match","false","","Ref9 lower-right socket screw has two matching detached screws immediately above-right on the seat mount axes; three visible screws.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-10","10","12-210000-121","M10 nut","1","1","1","0","0","1","0","0","match","false","","Original8 upper-left loose M8 bolt and10 right lower nut personally inspected at8x source zoom2026-09-09; compact visible contours traced individually without leader/guide extensions or quantity copies. Current full plate visually inspected; existing printed reference 10 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-11","11","10-310025-123","SOCKET HEAD SCREW DIN 912 M10 x 1.5 x 25 - ZINC PLATED - CLASS 12.9","2","1","1","0","0","1","0","1","shortfall","true","","Original individually labelled rear-seat screws personally inspected2026-09-09 at useful source zoom. Only directly indicated body/head/shaft traced; similar quantity copies and assembly guide extensions excluded. Current full plate visually inspected; existing printed reference 11 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-14","Rear seat 6 seater configuration option (88-00258-1)","fp-6-14-12","","67-00026","Additionnal grab handle","6","0","0","0","0","0","0","6","unmapped","true","","No source callout associated with this imported row. NOT SHOWN Legacy/source remark explicitly says NOT SHOWN; this is evidence, not approved depiction exception. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","/drawings/ft3w/ft3w-cabin-6-14.png","/review/figures/fig-cabin-6-14"
"fig-cabin-6-15","Safety and tools","fp-6-15-02","","87-00001","First aid kit","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page31 visually inspected: safety/tools is a table-only page; no Cabin6.15 PNG exists. All rows lack a usable component drawing. Ref1 manual is available in Dealer Portal; remaining PDF entries explicitly say NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","","/review/figures/fig-cabin-6-15"
"fig-cabin-6-15","Safety and tools","fp-6-15-03","","87-00002","Fire extinguisher","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page31 visually inspected: safety/tools is a table-only page; no Cabin6.15 PNG exists. All rows lack a usable component drawing. Ref1 manual is available in Dealer Portal; remaining PDF entries explicitly say NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","","/review/figures/fig-cabin-6-15"
"fig-cabin-6-15","Safety and tools","fp-6-15-04","","87-00003","Hammer","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page31 visually inspected: safety/tools is a table-only page; no Cabin6.15 PNG exists. All rows lack a usable component drawing. Ref1 manual is available in Dealer Portal; remaining PDF entries explicitly say NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","","/review/figures/fig-cabin-6-15"
"fig-cabin-6-15","Safety and tools","fp-6-15-07","","87-00042","HEX L-KEY WITH STANDARD TIP 10mm","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page31 visually inspected: safety/tools is a table-only page; no Cabin6.15 PNG exists. All rows lack a usable component drawing. Ref1 manual is available in Dealer Portal; remaining PDF entries explicitly say NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","","/review/figures/fig-cabin-6-15"
"fig-cabin-6-15","Safety and tools","fp-6-15-06","","87-00060","SPANNER 18mm","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page31 visually inspected: safety/tools is a table-only page; no Cabin6.15 PNG exists. All rows lack a usable component drawing. Ref1 manual is available in Dealer Portal; remaining PDF entries explicitly say NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","","/review/figures/fig-cabin-6-15"
"fig-cabin-6-15","Safety and tools","fp-6-15-08","","87-00321","5/8'' allen l - wrench hex end","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page31 visually inspected: safety/tools is a table-only page; no Cabin6.15 PNG exists. All rows lack a usable component drawing. Ref1 manual is available in Dealer Portal; remaining PDF entries explicitly say NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","","/review/figures/fig-cabin-6-15"
"fig-cabin-6-15","Safety and tools","fp-6-15-09","","87-00353","Tool pouch black","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page31 visually inspected: safety/tools is a table-only page; no Cabin6.15 PNG exists. All rows lack a usable component drawing. Ref1 manual is available in Dealer Portal; remaining PDF entries explicitly say NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","","/review/figures/fig-cabin-6-15"
"fig-cabin-6-15","Safety and tools","fp-6-15-05","","96-00006","Multiple warning label kit","1","0","0","0","0","0","0","1","unmapped","true","","Manufacturer PDF physical page31 visually inspected: safety/tools is a table-only page; no Cabin6.15 PNG exists. All rows lack a usable component drawing. Ref1 manual is available in Dealer Portal; remaining PDF entries explicitly say NOT SHOWN. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","","/review/figures/fig-cabin-6-15"
